solicitud_id,cliente_id,artista_id,campana_id,fecha_solicitud,hora_solicitud,canal_contacto,fuente_llegada,estilo_tatuaje,zona_cuerpo,tamano,monto_cotizado_clp,minutos_respuesta,estado_solicitud,etapa_pipeline,score_oportunidad
RES-0321,CLI-0319,ART-004,CAMP-REF-01,2026-05-25,15:00,Instagram,recomendacion,tradicional color,mano/dedos,mediano,130000,37,contactar,pendiente de contacto,39
RES-0322,CLI-0320,ART-004,CAMP-IG-01,2026-05-13,16:30,WhatsApp,Instagram,blackwork,cuello,grande,290000,136,contactar,pendiente de contacto,58
RES-0323,CLI-0321,ART-005,CAMP-RET-01,2026-05-19,11:00,Instagram,cliente recurrente,geometrico,mano/dedos,pequeno,50000,342,cancelada,perdida,26
RES-0324,CLI-0322,ART-003,CAMP-DIR-01,2026-05-27,13:30,WhatsApp,visita directa,fine line,cuello,grande,220000,29,confirmada,reserva confirmada,60
RES-0325,CLI-0323,ART-001,CAMP-RET-01,2026-06-09,15:00,WhatsApp,cliente recurrente,lettering,antebrazo,pequeno,40000,43,pendiente,esperando respuesta cliente,24
RES-0326,CLI-0324,ART-001,CAMP-IG-01,2026-05-21,13:30,WhatsApp,Instagram,fine line color,antebrazo,mediano,100000,17,pendiente,esperando respuesta cliente,23
RES-0327,CLI-0325,ART-003,CAMP-IG-01,2026-06-17,10:30,WhatsApp,Instagram,minimalista color,mano/dedos,grande,185000,112,confirmada,reserva confirmada,63
RES-0328,CLI-0326,ART-003,CAMP-REF-01,2026-06-02,13:00,WhatsApp,recomendacion,geometrico,pecho,mediano,105000,188,pendiente,esperando respuesta cliente,29
RES-0329,CLI-0327,ART-002,CAMP-REF-01,2026-06-14,10:00,Instagram,recomendacion,geometrico,antebrazo,mediano,85000,250,reagendada,reagendar fecha,25
RES-0330,CLI-0328,ART-001,CAMP-AIEP-01,2026-06-07,11:30,WhatsApp,evento AIEP,lettering,espalda,mediano,130000,104,confirmada,reserva confirmada,53
RES-0331,CLI-0329,ART-005,CAMP-IG-01,2026-05-28,15:30,WhatsApp,Instagram,minimalista,mano/dedos,mediano,85000,47,confirmada,reserva confirmada,39
RES-0332,CLI-0226,ART-003,CAMP-RET-01,2026-06-16,11:00,Instagram,cliente recurrente,minimalista,costillas,pequeno,40000,188,pendiente,esperando respuesta cliente,24
RES-0333,CLI-0330,ART-006,CAMP-TK-01,2026-05-18,10:00,WhatsApp,TikTok,geometrico color,cuello,mediano,170000,32,pendiente,esperando respuesta cliente,31
RES-0334,CLI-0331,ART-003,CAMP-REF-01,2026-06-17,09:30,WhatsApp,recomendacion,minimalista,espalda,mediano,85000,47,pendiente,esperando respuesta cliente,30
RES-0335,CLI-0332,ART-001,CAMP-TK-01,2026-05-20,12:00,WhatsApp,TikTok,lettering,pecho,mediano,125000,94,confirmada,reserva confirmada,47
RES-0336,CLI-0333,ART-003,CAMP-DIR-01,2026-06-02,10:00,WhatsApp,visita directa,fine line,brazo,mediano,85000,46,contactar,pendiente de contacto,20
RES-0337,CLI-0334,ART-003,CAMP-RET-01,2026-06-14,13:30,WhatsApp,cliente recurrente,minimalista,costillas,sesion larga,260000,42,confirmada,reserva confirmada,88
RES-0338,CLI-0335,ART-001,CAMP-GO-01,2026-05-19,15:00,WhatsApp,Google,lettering,hombro,mediano,85000,171,pendiente,esperando respuesta cliente,20
RES-0339,CLI-0336,ART-004,CAMP-DIR-01,2026-06-03,10:00,WhatsApp,visita directa,lettering,tobillo,sesion larga,260000,175,confirmada,reserva confirmada,72
RES-0340,CLI-0337,ART-002,CAMP-TK-01,2026-05-21,14:00,Instagram,TikTok,tradicional,hombro,grande,325000,310,confirmada,reserva confirmada,84
RES-0341,CLI-0338,ART-003,CAMP-REF-01,2026-06-18,14:00,WhatsApp,recomendacion,minimalista,hombro,sesion larga,260000,121,pendiente,esperando respuesta cliente,53
RES-0342,CLI-0339,ART-001,CAMP-TK-01,2026-05-27,14:30,Instagram,TikTok,lettering,espalda,sesion larga,345000,162,contactar,pendiente de contacto,59
RES-0343,CLI-0340,ART-004,CAMP-TK-01,2026-05-25,12:30,WhatsApp,TikTok,lettering,espalda,grande,210000,117,reagendada,reagendar fecha,43
RES-0344,CLI-0341,ART-006,CAMP-IG-01,2026-06-14,11:30,WhatsApp,Instagram,tradicional color,brazo,mediano,105000,161,confirmada,reserva confirmada,48
RES-0345,CLI-0342,ART-004,CAMP-DIR-01,2026-06-10,09:00,WhatsApp,visita directa,lettering color,hombro,pequeno,40000,56,confirmada,reserva confirmada,36
RES-0346,CLI-0343,ART-005,CAMP-AIEP-01,2026-06-10,10:00,WhatsApp,evento AIEP,minimalista,mano/dedos,sesion larga,260000,108,pendiente,esperando respuesta cliente,48
RES-0347,CLI-0344,ART-004,CAMP-REF-01,2026-05-26,10:30,Instagram,recomendacion,lettering color,tobillo,mediano,85000,268,contactar,pendiente de contacto,30
RES-0348,CLI-0195,ART-002,CAMP-REF-01,2026-05-29,15:00,Instagram,recomendacion,blackwork,pecho,mediano,160000,142,pendiente,esperando respuesta cliente,44
RES-0349,CLI-0345,ART-003,CAMP-IG-01,2026-05-29,16:00,WhatsApp,Instagram,fine line,cuello,mediano,85000,141,pendiente,esperando respuesta cliente,20
RES-0350,CLI-0346,ART-001,CAMP-RET-01,2026-05-25,15:00,WhatsApp,cliente recurrente,fine line,pecho,mediano,105000,201,contactar,pendiente de contacto,36
RES-0351,CLI-0347,ART-004,CAMP-REF-01,2026-06-11,15:30,WhatsApp,recomendacion,tradicional,tobillo,mediano,95000,59,pendiente,esperando respuesta cliente,27
RES-0352,CLI-0215,ART-001,CAMP-GO-01,2026-05-30,17:00,Instagram,Google,fine line color,pecho,mediano,90000,70,pendiente,esperando respuesta cliente,16
RES-0353,CLI-0348,ART-003,CAMP-TK-01,2026-05-21,15:30,Instagram,TikTok,fine line color,cuello,pequeno,60000,167,pendiente,esperando respuesta cliente,16
RES-0354,CLI-0349,ART-001,CAMP-TK-01,2026-06-09,13:00,WhatsApp,TikTok,fine line color,mano/dedos,mediano,85000,113,confirmada,reserva confirmada,39
RES-0355,CLI-0350,ART-003,CAMP-GO-01,2026-05-22,14:00,WhatsApp,Google,minimalista,costillas,grande,220000,32,confirmada,reserva confirmada,60
RES-0356,CLI-0351,ART-003,CAMP-DIR-01,2026-05-15,11:00,WhatsApp,visita directa,minimalista,antebrazo,mediano,85000,184,confirmada,reserva confirmada,44
RES-0357,CLI-0352,ART-003,CAMP-REF-01,2026-05-30,17:00,WhatsApp,recomendacion,geometrico,muneca,mediano,85000,154,reagendada,reagendar fecha,25
RES-0358,CLI-0353,ART-003,CAMP-IG-01,2026-06-16,10:00,Instagram,Instagram,fine line,mano/dedos,pequeno,40000,274,pendiente,esperando respuesta cliente,12
RES-0359,CLI-0354,ART-005,CAMP-GO-01,2026-06-05,11:00,WhatsApp,Google,geometrico,tobillo,pequeno,40000,132,cancelada,perdida,12
RES-0360,CLI-0355,ART-003,CAMP-RET-01,2026-06-11,13:30,WhatsApp,cliente recurrente,geometrico,tobillo,grande,180000,139,contactar,pendiente de contacto,50
RES-0361,CLI-0356,ART-001,CAMP-IG-01,2026-05-28,13:30,Instagram,Instagram,lettering color,cuello,pequeno,55000,132,pendiente,esperando respuesta cliente,12
RES-0362,CLI-0357,ART-002,CAMP-DIR-01,2026-05-30,16:00,Instagram,visita directa,blackwork,costillas,mediano,170000,149,confirmada,reserva confirmada,55
RES-0363,CLI-0358,ART-005,CAMP-REF-01,2026-06-16,09:00,WhatsApp,recomendacion,geometrico,cuello,sesion larga,320000,194,pendiente,esperando respuesta cliente,64
RES-0364,CLI-0359,ART-003,CAMP-TK-01,2026-06-19,10:00,WhatsApp,TikTok,fine line color,espalda,mediano,100000,111,pendiente,esperando respuesta cliente,18
RES-0365,CLI-0360,ART-004,CAMP-TK-01,2026-06-02,09:00,WhatsApp,TikTok,lettering,antebrazo,pequeno,40000,128,confirmada,reserva confirmada,36
RES-0366,CLI-0361,ART-006,CAMP-GO-01,2026-06-09,17:00,WhatsApp,Google,tradicional color,cuello,sesion larga,450000,242,contactar,pendiente de contacto,83
RES-0367,CLI-0362,ART-005,CAMP-GO-01,2026-06-17,11:00,WhatsApp,Google,fine line,tobillo,pequeno,40000,63,pendiente,esperando respuesta cliente,12
RES-0368,CLI-0363,ART-005,CAMP-IG-01,2026-06-12,16:00,Instagram,Instagram,geometrico color,espalda,pequeno,60000,164,pendiente,esperando respuesta cliente,12
RES-0369,CLI-0364,ART-002,CAMP-IG-01,2026-06-17,15:30,Instagram,Instagram,geometrico,antebrazo,mediano,130000,275,confirmada,reserva confirmada,53
RES-0370,CLI-0365,ART-004,CAMP-RET-01,2026-06-12,15:30,WhatsApp,cliente recurrente,lettering,antebrazo,grande,180000,41,pendiente,esperando respuesta cliente,50
RES-0371,CLI-0366,ART-006,CAMP-TK-01,2026-05-16,16:30,Instagram,TikTok,geometrico color,brazo,pequeno,60000,88,contactar,pendiente de contacto,12
RES-0372,CLI-0367,ART-005,CAMP-TK-01,2026-06-18,10:30,Instagram,TikTok,fine line color,costillas,sesion larga,290000,94,contactar,pendiente de contacto,53
RES-0373,CLI-0368,ART-002,CAMP-GO-01,2026-06-07,12:30,WhatsApp,Google,blackwork,antebrazo,grande,180000,170,pendiente,esperando respuesta cliente,33
RES-0374,CLI-0369,ART-006,CAMP-IG-01,2026-05-27,09:30,Instagram,Instagram,tradicional,hombro,pequeno,75000,65,reagendada,reagendar fecha,14
RES-0375,CLI-0370,ART-003,CAMP-GO-01,2026-06-08,13:30,WhatsApp,Google,geometrico,antebrazo,pequeno,40000,147,confirmada,reserva confirmada,36
RES-0376,CLI-0371,ART-001,CAMP-IG-01,2026-06-04,17:30,WhatsApp,Instagram,lettering,costillas,pequeno,40000,95,pendiente,esperando respuesta cliente,12
RES-0377,CLI-0372,ART-001,CAMP-IG-01,2026-05-14,13:00,WhatsApp,Instagram,lettering,pierna,pequeno,40000,204,contactar,pendiente de contacto,12
RES-0378,CLI-0148,ART-001,CAMP-GO-01,2026-06-09,13:00,Instagram,Google,lettering color,tobillo,grande,200000,126,pendiente,esperando respuesta cliente,32
RES-0379,CLI-0373,ART-005,CAMP-AIEP-01,2026-05-13,10:00,Instagram,evento AIEP,minimalista,espalda,mediano,85000,190,pendiente,esperando respuesta cliente,20
RES-0380,CLI-0374,ART-004,CAMP-IG-01,2026-06-05,17:30,WhatsApp,Instagram,lettering color,antebrazo,sesion larga,260000,47,confirmada,reserva confirmada,76
RES-0381,CLI-0375,ART-004,CAMP-RET-01,2026-05-17,13:30,Instagram,cliente recurrente,blackwork,brazo,sesion larga,315000,174,contactar,pendiente de contacto,70
RES-0382,CLI-0376,ART-001,CAMP-TK-01,2026-05-14,09:00,WhatsApp,TikTok,minimalista,pierna,mediano,85000,147,confirmada,reserva confirmada,44
RES-0383,CLI-0377,ART-002,CAMP-IG-01,2026-06-08,14:30,WhatsApp,Instagram,blackwork,hombro,grande,235000,154,confirmada,reserva confirmada,72
RES-0384,CLI-0378,ART-003,CAMP-IG-01,2026-06-02,12:00,WhatsApp,Instagram,minimalista,tobillo,mediano,85000,34,cancelada,perdida,20
RES-0385,CLI-0379,ART-005,CAMP-REF-01,2026-05-26,09:00,Instagram,recomendacion,minimalista,costillas,pequeno,65000,128,confirmada,reserva confirmada,51
RES-0386,CLI-0169,ART-004,CAMP-TK-01,2026-05-26,13:30,Instagram,TikTok,lettering,brazo,pequeno,40000,202,confirmada,reserva confirmada,31
RES-0387,CLI-0380,ART-002,CAMP-DIR-01,2026-05-31,12:30,WhatsApp,visita directa,tradicional,espalda,mediano,140000,252,cancelada,perdida,25
RES-0388,CLI-0381,ART-006,CAMP-TK-01,2026-05-16,15:00,Instagram,TikTok,blackwork,tobillo,grande,245000,72,pendiente,esperando respuesta cliente,50
RES-0389,CLI-0382,ART-004,CAMP-RET-01,2026-06-16,11:00,Instagram,cliente recurrente,blackwork color,antebrazo,grande,180000,36,confirmada,reserva confirmada,69
RES-0390,CLI-0383,ART-004,CAMP-RET-01,2026-06-06,13:30,WhatsApp,cliente recurrente,blackwork,costillas,sesion larga,305000,189,confirmada,reserva confirmada,96
RES-0391,CLI-0375,ART-001,CAMP-TK-01,2026-06-15,09:30,Instagram,TikTok,fine line,antebrazo,mediano,95000,159,reagendada,reagendar fecha,22
RES-0392,CLI-0384,ART-001,CAMP-RET-01,2026-05-28,11:30,Instagram,cliente recurrente,fine line,brazo,pequeno,50000,144,confirmada,reserva confirmada,50
RES-0393,CLI-0385,ART-005,CAMP-REF-01,2026-06-19,13:00,Instagram,recomendacion,minimalista,brazo,mediano,85000,348,contactar,pendiente de contacto,30
RES-0394,CLI-0386,ART-006,CAMP-IG-01,2026-06-03,17:00,Instagram,Instagram,tradicional,muneca,grande,200000,336,reagendada,reagendar fecha,41
RES-0395,CLI-0387,ART-006,CAMP-TK-01,2026-05-13,12:30,WhatsApp,TikTok,blackwork color,antebrazo,sesion larga,430000,159,pendiente,esperando respuesta cliente,79
RES-0396,CLI-0388,ART-002,CAMP-RET-01,2026-05-24,10:00,Instagram,cliente recurrente,blackwork color,pecho,pequeno,55000,44,cancelada,perdida,27
RES-0397,CLI-0389,ART-001,CAMP-IG-01,2026-05-21,13:30,Instagram,Instagram,minimalista,brazo,sesion larga,260000,348,pendiente,esperando respuesta cliente,47
RES-0398,CLI-0390,ART-002,CAMP-AIEP-01,2026-06-03,10:00,WhatsApp,evento AIEP,blackwork color,cuello,pequeno,50000,46,pendiente,esperando respuesta cliente,14
RES-0399,CLI-0391,ART-005,CAMP-GO-01,2026-05-30,14:30,Instagram,Google,geometrico,espalda,mediano,165000,264,contactar,pendiente de contacto,30
RES-0400,CLI-0392,ART-004,CAMP-TK-01,2026-05-25,16:00,WhatsApp,TikTok,blackwork,pierna,sesion larga,310000,68,contactar,pendiente de contacto,52
RES-0401,CLI-0393,ART-003,CAMP-TK-01,2026-06-19,09:30,Instagram,TikTok,geometrico,cuello,mediano,90000,78,confirmada,reserva confirmada,45
RES-0402,CLI-0394,ART-003,CAMP-REF-01,2026-05-31,15:00,WhatsApp,recomendacion,geometrico,pierna,pequeno,40000,45,confirmada,reserva confirmada,46
RES-0403,CLI-0395,ART-001,CAMP-DIR-01,2026-06-09,12:30,WhatsApp,visita directa,minimalista,pecho,mediano,85000,33,confirmada,reserva confirmada,44
RES-0404,CLI-0396,ART-004,CAMP-GO-01,2026-06-16,16:00,WhatsApp,Google,tradicional color,muneca,grande,230000,74,confirmada,reserva confirmada,71
RES-0405,CLI-0397,ART-005,CAMP-TK-01,2026-05-14,14:30,WhatsApp,TikTok,minimalista,espalda,pequeno,40000,85,cancelada,perdida,12
RES-0406,CLI-0398,ART-003,CAMP-AIEP-01,2026-05-20,12:30,WhatsApp,evento AIEP,fine line,hombro,pequeno,40000,162,pendiente,esperando respuesta cliente,12
RES-0407,CLI-0399,ART-003,CAMP-REF-01,2026-06-11,10:00,Instagram,recomendacion,minimalista,pecho,mediano,85000,181,cancelada,perdida,30
RES-0408,CLI-0369,ART-002,CAMP-AIEP-01,2026-06-17,13:30,Instagram,evento AIEP,tradicional,mano/dedos,pequeno,55000,64,pendiente,esperando respuesta cliente,12
RES-0409,CLI-0400,ART-001,CAMP-GO-01,2026-05-19,09:30,WhatsApp,Google,lettering color,hombro,pequeno,60000,98,pendiente,esperando respuesta cliente,16
RES-0410,CLI-0401,ART-002,CAMP-REF-01,2026-05-22,11:00,WhatsApp,recomendacion,blackwork,pecho,mediano,155000,195,confirmada,reserva confirmada,67
RES-0411,CLI-0402,ART-006,CAMP-IG-01,2026-06-05,17:30,WhatsApp,Instagram,geometrico,cuello,mediano,170000,252,contactar,pendiente de contacto,36
RES-0412,CLI-0403,ART-004,CAMP-IG-01,2026-05-16,10:00,WhatsApp,Instagram,tradicional color,pecho,mediano,120000,66,contactar,pendiente de contacto,27
RES-0413,CLI-0404,ART-002,CAMP-IG-01,2026-05-27,14:30,WhatsApp,Instagram,blackwork,mano/dedos,mediano,150000,156,pendiente,esperando respuesta cliente,32
RES-0414,CLI-0405,ART-006,CAMP-TK-01,2026-06-05,15:00,WhatsApp,TikTok,tradicional color,brazo,pequeno,50000,68,confirmada,reserva confirmada,38
RES-0415,CLI-0406,ART-006,CAMP-TK-01,2026-05-19,17:00,Instagram,TikTok,geometrico,pierna,pequeno,40000,251,pendiente,esperando respuesta cliente,12
RES-0416,CLI-0407,ART-004,CAMP-DIR-01,2026-05-17,17:00,WhatsApp,visita directa,lettering,costillas,pequeno,65000,143,confirmada,reserva confirmada,41
RES-0417,CLI-0408,ART-001,CAMP-RET-01,2026-06-13,14:00,WhatsApp,cliente recurrente,fine line,tobillo,mediano,95000,65,confirmada,reserva confirmada,53
RES-0418,CLI-0409,ART-003,CAMP-AIEP-01,2026-05-16,13:30,WhatsApp,evento AIEP,geometrico,espalda,pequeno,45000,62,contactar,pendiente de contacto,13
RES-0419,CLI-0410,ART-005,CAMP-TK-01,2026-05-21,12:00,WhatsApp,TikTok,fine line,pecho,pequeno,40000,187,contactar,pendiente de contacto,12
RES-0420,CLI-0411,ART-005,CAMP-REF-01,2026-05-22,11:30,WhatsApp,recomendacion,geometrico color,costillas,mediano,170000,198,cancelada,perdida,46
RES-0421,CLI-0412,ART-002,CAMP-RET-01,2026-06-17,15:30,WhatsApp,cliente recurrente,geometrico,muneca,pequeno,55000,120,confirmada,reserva confirmada,46
RES-0422,CLI-0413,ART-004,CAMP-GO-01,2026-06-07,13:30,WhatsApp,Google,lettering color,pecho,grande,330000,166,confirmada,reserva confirmada,85
RES-0423,CLI-0414,ART-004,CAMP-IG-01,2026-05-24,10:00,WhatsApp,Instagram,tradicional color,costillas,pequeno,80000,141,confirmada,reserva confirmada,44
RES-0424,CLI-0415,ART-002,CAMP-DIR-01,2026-05-20,13:30,Instagram,visita directa,geometrico,espalda,grande,300000,288,contactar,pendiente de contacto,55
RES-0425,CLI-0416,ART-006,CAMP-IG-01,2026-05-14,09:00,WhatsApp,Instagram,geometrico,pecho,grande,280000,102,confirmada,reserva confirmada,80
RES-0426,CLI-0417,ART-004,CAMP-GO-01,2026-05-15,12:30,WhatsApp,Google,blackwork,tobillo,mediano,125000,114,confirmada,reserva confirmada,47
RES-0427,CLI-0418,ART-002,CAMP-DIR-01,2026-05-20,17:00,WhatsApp,visita directa,tradicional color,costillas,mediano,130000,117,confirmada,reserva confirmada,53
RES-0428,CLI-0419,ART-003,CAMP-IG-01,2026-06-12,12:30,WhatsApp,Instagram,geometrico,hombro,pequeno,40000,56,cancelada,perdida,12
RES-0429,CLI-0420,ART-002,CAMP-AIEP-01,2026-06-04,13:30,WhatsApp,evento AIEP,geometrico,tobillo,pequeno,45000,29,confirmada,reserva confirmada,37
RES-0430,CLI-0421,ART-006,CAMP-IG-01,2026-06-17,12:30,WhatsApp,Instagram,blackwork,costillas,pequeno,80000,167,confirmada,reserva confirmada,44
RES-0431,CLI-0422,ART-002,CAMP-RET-01,2026-05-30,16:30,Instagram,cliente recurrente,tradicional color,antebrazo,pequeno,75000,110,pendiente,esperando respuesta cliente,26
RES-0432,CLI-0423,ART-006,CAMP-IG-01,2026-05-17,10:30,WhatsApp,Instagram,blackwork,antebrazo,mediano,110000,115,confirmada,reserva confirmada,49
RES-0433,CLI-0424,ART-002,CAMP-AIEP-01,2026-05-27,12:30,Instagram,evento AIEP,blackwork color,cuello,pequeno,70000,102,confirmada,reserva confirmada,42
RES-0434,CLI-0425,ART-005,CAMP-RET-01,2026-06-08,16:00,WhatsApp,cliente recurrente,minimalista color,pierna,pequeno,45000,25,contactar,pendiente de contacto,25
RES-0435,CLI-0426,ART-005,CAMP-IG-01,2026-05-22,11:00,WhatsApp,Instagram,minimalista color,pecho,grande,180000,130,contactar,pendiente de contacto,33
RES-0436,CLI-0427,ART-004,CAMP-TK-01,2026-05-27,15:30,WhatsApp,TikTok,tradicional,costillas,mediano,170000,21,confirmada,reserva confirmada,60
RES-0437,CLI-0428,ART-005,CAMP-TK-01,2026-06-13,16:00,Instagram,TikTok,minimalista,espalda,pequeno,60000,34,cancelada,perdida,16
RES-0438,CLI-0429,ART-005,CAMP-TK-01,2026-05-14,13:30,WhatsApp,TikTok,fine line color,antebrazo,pequeno,45000,110,cancelada,perdida,13
RES-0439,CLI-0430,ART-001,CAMP-RET-01,2026-06-01,13:30,WhatsApp,cliente recurrente,lettering,tobillo,mediano,85000,69,confirmada,reserva confirmada,51
RES-0440,CLI-0431,ART-005,CAMP-RET-01,2026-05-25,13:30,WhatsApp,cliente recurrente,fine line color,espalda,pequeno,55000,144,cancelada,perdida,22
RES-0441,CLI-0432,ART-002,CAMP-DIR-01,2026-06-05,16:30,WhatsApp,visita directa,tradicional,espalda,pequeno,75000,135,confirmada,reserva confirmada,38
RES-0442,CLI-0433,ART-001,CAMP-GO-01,2026-06-13,12:00,Instagram,Google,fine line,espalda,grande,180000,140,pendiente,esperando respuesta cliente,33
RES-0443,CLI-0434,ART-005,CAMP-IG-01,2026-06-07,14:00,Instagram,Instagram,geometrico,hombro,grande,275000,219,confirmada,reserva confirmada,70
RES-0444,CLI-0435,ART-006,CAMP-TK-01,2026-06-09,15:30,WhatsApp,TikTok,geometrico color,pierna,mediano,170000,36,confirmada,reserva confirmada,60
RES-0445,CLI-0436,ART-004,CAMP-REF-01,2026-05-31,15:00,WhatsApp,recomendacion,blackwork,brazo,pequeno,65000,120,pendiente,esperando respuesta cliente,22
RES-0446,CLI-0437,ART-003,CAMP-GO-01,2026-06-02,12:00,WhatsApp,Google,fine line,muneca,grande,180000,57,confirmada,reserva confirmada,58
RES-0447,CLI-0438,ART-004,CAMP-GO-01,2026-05-23,16:30,WhatsApp,Google,blackwork,pierna,mediano,110000,159,pendiente,esperando respuesta cliente,25
RES-0448,CLI-0439,ART-002,CAMP-REF-01,2026-06-03,14:00,WhatsApp,recomendacion,geometrico color,cuello,grande,290000,49,confirmada,reserva confirmada,87
RES-0449,CLI-0440,ART-005,CAMP-RET-01,2026-06-04,15:00,Instagram,cliente recurrente,minimalista,tobillo,sesion larga,260000,151,pendiente,esperando respuesta cliente,60
RES-0450,CLI-0441,ART-001,CAMP-TK-01,2026-05-22,13:30,WhatsApp,TikTok,minimalista color,pecho,mediano,85000,91,confirmada,reserva confirmada,44
RES-0451,CLI-0442,ART-003,CAMP-TK-01,2026-05-31,16:30,WhatsApp,TikTok,geometrico,espalda,pequeno,50000,121,pendiente,esperando respuesta cliente,14
RES-0452,CLI-0443,ART-003,CAMP-AIEP-01,2026-06-07,17:30,Instagram,evento AIEP,fine line,espalda,grande,235000,42,pendiente,esperando respuesta cliente,39
RES-0453,CLI-0444,ART-002,CAMP-DIR-01,2026-05-16,12:30,Instagram,visita directa,tradicional,pierna,pequeno,45000,47,contactar,pendiente de contacto,13
RES-0454,CLI-0445,ART-003,CAMP-RET-01,2026-06-07,16:30,WhatsApp,cliente recurrente,minimalista,tobillo,pequeno,40000,77,confirmada,reserva confirmada,43
RES-0455,CLI-0446,ART-001,CAMP-REF-01,2026-05-21,11:00,WhatsApp,recomendacion,fine line,cuello,mediano,100000,137,pendiente,esperando respuesta cliente,33
RES-0456,CLI-0447,ART-005,CAMP-RET-01,2026-06-10,09:00,Instagram,cliente recurrente,fine line,cuello,pequeno,40000,107,pendiente,esperando respuesta cliente,24
RES-0457,CLI-0448,ART-003,CAMP-GO-01,2026-06-15,17:30,Instagram,Google,minimalista,espalda,grande,235000,210,confirmada,reserva confirmada,68
RES-0458,CLI-0449,ART-003,CAMP-REF-01,2026-06-19,13:00,Instagram,recomendacion,fine line,antebrazo,grande,180000,257,confirmada,reserva confirmada,68
RES-0459,CLI-0450,ART-003,CAMP-IG-01,2026-06-16,09:30,WhatsApp,Instagram,fine line,muneca,pequeno,40000,58,pendiente,esperando respuesta cliente,12
RES-0460,CLI-0451,ART-006,CAMP-GO-01,2026-06-17,17:30,Instagram,Google,blackwork,brazo,grande,240000,84,confirmada,reserva confirmada,68
RES-0461,CLI-0452,ART-001,CAMP-TK-01,2026-05-17,16:30,WhatsApp,TikTok,lettering color,costillas,grande,190000,169,confirmada,reserva confirmada,64
RES-0462,CLI-0453,ART-003,CAMP-REF-01,2026-05-15,09:00,WhatsApp,recomendacion,geometrico color,costillas,pequeno,75000,107,confirmada,reserva confirmada,53
RES-0463,CLI-0454,ART-003,CAMP-RET-01,2026-05-25,10:00,Instagram,cliente recurrente,fine line,muneca,grande,180000,34,confirmada,reserva confirmada,74
RES-0464,CLI-0455,ART-001,CAMP-GO-01,2026-05-22,12:00,Instagram,Google,lettering color,mano/dedos,mediano,155000,179,confirmada,reserva confirmada,57
RES-0465,CLI-0456,ART-001,CAMP-DIR-01,2026-05-26,17:00,WhatsApp,visita directa,fine line,tobillo,sesion larga,260000,63,contactar,pendiente de contacto,43
RES-0466,CLI-0457,ART-002,CAMP-TK-01,2026-06-19,17:00,WhatsApp,TikTok,geometrico color,brazo,mediano,135000,241,pendiente,esperando respuesta cliente,30
RES-0467,CLI-0458,ART-004,CAMP-RET-01,2026-05-23,16:30,WhatsApp,cliente recurrente,lettering,pierna,pequeno,50000,39,confirmada,reserva confirmada,50
RES-0468,CLI-0459,ART-001,CAMP-AIEP-01,2026-06-18,10:00,WhatsApp,evento AIEP,lettering,tobillo,mediano,85000,40,pendiente,esperando respuesta cliente,20
RES-0469,CLI-0460,ART-006,CAMP-TK-01,2026-05-18,11:00,Instagram,TikTok,blackwork,mano/dedos,pequeno,80000,156,pendiente,esperando respuesta cliente,20
RES-0470,CLI-0461,ART-003,CAMP-AIEP-01,2026-06-07,11:30,WhatsApp,evento AIEP,geometrico color,tobillo,pequeno,40000,126,cancelada,perdida,12
RES-0471,CLI-0462,ART-004,CAMP-RET-01,2026-06-04,16:00,WhatsApp,cliente recurrente,blackwork,tobillo,sesion larga,295000,222,contactar,pendiente de contacto,67
RES-0472,CLI-0463,ART-006,CAMP-TK-01,2026-05-31,12:00,Instagram,TikTok,tradicional color,pecho,mediano,135000,269,pendiente,esperando respuesta cliente,30
RES-0473,CLI-0464,ART-004,CAMP-AIEP-01,2026-05-26,11:00,Instagram,evento AIEP,blackwork color,espalda,mediano,140000,120,pendiente,esperando respuesta cliente,30
RES-0474,CLI-0465,ART-003,CAMP-TK-01,2026-06-12,15:30,WhatsApp,TikTok,minimalista,pierna,pequeno,40000,47,confirmada,reserva confirmada,31
RES-0475,CLI-0466,ART-004,CAMP-DIR-01,2026-05-19,15:00,WhatsApp,visita directa,blackwork color,hombro,grande,280000,171,confirmada,reserva confirmada,80
RES-0476,CLI-0467,ART-003,CAMP-IG-01,2026-05-16,11:00,WhatsApp,Instagram,geometrico,tobillo,grande,180000,65,confirmada,reserva confirmada,62
RES-0477,CLI-0468,ART-006,CAMP-REF-01,2026-06-11,09:00,WhatsApp,recomendacion,tradicional color,espalda,pequeno,65000,238,pendiente,esperando respuesta cliente,27
RES-0478,CLI-0469,ART-002,CAMP-GO-01,2026-05-28,17:00,Instagram,Google,geometrico,pierna,mediano,85000,55,reagendada,reagendar fecha,20
RES-0479,CLI-0470,ART-004,CAMP-AIEP-01,2026-06-11,15:30,Instagram,evento AIEP,lettering,tobillo,grande,180000,357,pendiente,esperando respuesta cliente,33
RES-0480,CLI-0471,ART-001,CAMP-TK-01,2026-05-18,17:00,WhatsApp,TikTok,minimalista,cuello,pequeno,45000,54,confirmada,reserva confirmada,37
RES-0481,CLI-0472,ART-003,CAMP-RET-01,2026-06-13,11:30,WhatsApp,cliente recurrente,minimalista,pierna,grande,180000,185,confirmada,reserva confirmada,74
RES-0482,CLI-0473,ART-002,CAMP-TK-01,2026-06-16,12:00,Instagram,TikTok,geometrico,antebrazo,mediano,90000,262,confirmada,reserva confirmada,45
